Source,Target,Weight
ArmyForceOnline,TruckersMP,428
Tianya,VK,10567
NexusMods,QatarNationalBank,66
MinecraftWorldMap,Onverse,370
LinkedIn,Lookbook,104932
IGF,MySpace,247
Leet,uTorrent,438
Taobao,Tumblr,26949
BigMoneyJobs,MailRu,40
AndroidForums,LinkedIn,178137
AndroidForums,Uiggy,543
Tianya,myRepoSpace,1134
HeroesOfNewerth,LoungeBoard,1876
QatarNationalBank,VK,324
HackForums,VBulletin,3263
Avast,QatarNationalBank,11
BattlefieldHeroes,CannabisForum,1
GamerzPlanet,Malwarebytes,940
Malwarebytes,eThekwiniMunicipality,5
FFShrine,Onverse,971
BlackHatWorld,Boxee,9124
Dodonew,FoxyBingo,1444
ArmyForceOnline,DLH,15936
Malwarebytes,Win7Vista,569
MajorGeeks,Teracod,28
Boxee,MoneyBookers,930
IGF,Rambler,4
MailRu,Teracod,16
CrackCommunity,FoxyBingo,5
BitTorrent,GamerzPlanet,120
IGF,WHMCS,4
SprashivaiRu,Xbox-Scene,40
ArmyForceOnline,Uiggy,6290
PHPFreaks,ThisHabboForum,662
GameTuts,PixelFederation,14
Aternos,Taobao,17
Dropbox,PSX-Scene,37089
Patreon,ThisHabboForum,467
GameTuts,LinkedIn,25819
CheapAssGamer,MySpace,129052
Aternos,Nihonomaru,621
R2Games,eThekwiniMunicipality,73
Aternos,ThisHabboForum,4567
Uiggy,eThekwiniMunicipality,11
Nival,Rambler,29008
Aipai,PS3Hax,321
AcneOrg,LinkedIn,63753
MySpace,Snapchat,3
BTSec,QatarNationalBank,679
BlueSnapRegpack,MyVidster,1
Mac-Torrents,Taobao,110
LinuxMint,Warframe,215
000webhost,BTSec,118743
Avast,BitTorrent,933
Lifeboat,TRAI,28
Avast,SprashivaiRu,165
ClixSense,Yandex,181
Dropbox,MinecraftPocketEditionForum,456
Forbes,Lastfm,63346
HackingTeam,Neteller,22
Bell,Onverse,8
MoneyBookers,R2Games,32682
HeroesOfGaia,PHPFreaks,66
Adobe,Trillian,847321
Hemmelig,PSX-Scene,20
Patreon,gPotato,9097
Rambler,Win7Vista,657
Avast,Yandex,30
Onverse,PaddyPower,391
QatarNationalBank,SpecialKSpamList,273
Neteller,Nihonomaru,3702
GameTuts,Verified,13
Minefield,Stratfor,30
Avast,GameTuts,3192
000webhost,SumoTorrent,7038
BitTorrent,Pokebip,11
AstroPID,DDO,24
FoxyBingo,LoungeBoard,9
Leet,PSX-Scene,700
HackingTeam,MoneyBookers,79
Nihonomaru,UnrealEngine,4002
FoxyBingo,MPGH,364
Minefield,Taobao,33
WIIUISO,eThekwiniMunicipality,15
IGF,Yahoo,7
LoungeBoard,iMesh,1539
CannabisForum,Comcast,229
PixelFederation,WildStar,34
Nihonomaru,xat,24755
SpecialKSpamList,myRepoSpace,4102
iDressup,mSpy,1034
LinkedIn,Onverse,29708
CheapAssGamer,CrackCommunity,687
MySpace,PixelFederation,3353
CrackCommunity,Mac-Torrents,182
ModernBusinessSolutions,OwnedCore,16867
Flashback,GTAGaming,46
SprashivaiRu,StarNet,242
HackForums,IGF,1
Plex,Teracod,40
Lifeboat,Nihonomaru,5553
PS3Hax,mSpy,301
HeroesOfGaia,NextGenUpdate,1170
Nulled,Stratfor,196
Comcast,GTAGaming,40
Gawker,Neopets,16761
Gamigo,SkTorrent,501
MinecraftWorldMap,Neopets,2740
Minefield,WHMCS,53
Nival,PS3Hax,946
Teracod,Tumblr,1345
Boxee,WPT,44
BlueSnapRegpack,CannabisForum,3
Solomid,UnrealEngine,1458
CannabisForum,iDressup,447
R2Games,iDressup,39878
CannabisForum,PHPFreaks,461
WildStar,gPotato,25733
AhaShare,MPGH,1455
ModernBusinessSolutions,NetEase,153443
FoxyBingo,SCDailyPhoneSpamList,789
GFAN,myRepoSpace,3649
Experian,iPmart,1884
Aternos,Solomid,607
Comcast,Lifeboat,484
BlueSnapRegpack,HackForums,2
CannabisForum,KMRU,30
Plex,SprashivaiRu,45
Comcast,SprashivaiRu,1
Adobe,WildStar,139085
Duowan,MoneyBookers,286
NetEase,Nihonomaru,44165
GeekedIn,IGF,19
VBulletin,WIIUISO,2781
HackForums,TruckersMP,79
Bell,HeroesOfGaia,2
Hemmelig,Leet,84
BlackHatWorld,iMesh,12946
AstroPID,MPGH,945
Bell,Lifeboat,21
Forbes,PixelFederation,9
Forbes,MailRu,463
MangaTraders,NetEase,6932
126,TruckersMP,2
FlashFlashRevolution,MPGH,26363
AstroPID,R2Games,71
Gawker,Pokebip,98
HackForums,MyVidster,10
Comcast,NexusMods,2750
ArmyForceOnline,Yandex,53
Dodonew,Seedpeer,669
GTAGaming,PSX-Scene,2803
CheapAssGamer,PSX-Scene,9639
AhaShare,xat,1286
DLH,Leet,18320
Gamigo,LoungeBoard,1359
Dominos,QuantumBooter,41
Flashback,NexusMods,1655
LoungeBoard,ServerPact,107
Adobe,Dropbox,12085542
LizardSquad,VBulletin,87
Mac-Torrents,QuantumBooter,11
Flashback,Yahoo,46
DDO,Dominos,492
Patreon,xat,9814
Duowan,PixelFederation,1
Taobao,gPotato,2639
VBulletin,Warframe,216
Minefield,WildStar,3040
BlackHatWorld,Experian,912
BlueSnapRegpack,ClixSense,20
AstroPID,ModernBusinessSolutions,138
Interpals,Lifeboat,5898
MinecraftWorldMap,WIIUISO,399
Nival,PokemonCreed,978
126,Duowan,15500
HackingTeam,Taobao,9
Lifeboat,Yandex,41
DDO,NexusMods,181267
NexusMods,eThekwiniMunicipality,79
Hemmakvall,Teracod,3
AstroPID,WarInc,88
ClixSense,Malwarebytes,684
GamerzPlanet,WarInc,19447
Comcast,PokemonCreed,6
Adobe,FlashFlashRevolution,286380
Dominos,MPGH,1257
CrackCommunity,Dropbox,1392
Flashback,TruckersMP,4
PaddyPower,SkTorrent,36
Adobe,ClixSense,346233
Nival,WHMCS,82
HackingTeam,Tumblr,150
BlueSnapRegpack,Lookbook,43
HeroesOfGaia,ModernBusinessSolutions,5612
Aternos,LizardSquad,472
GTAGaming,MySpace,35933
Pokebip,WarInc,1795
Dropbox,Tianya,124635
SkTorrent,Vodafone,1
Dominos,SpecialKSpamList,665
Neopets,Warframe,9625
FoxyBingo,R2Games,2078
Plex,WHMCS,514
CivilOnline,Dominos,104
HeroesOfNewerth,QuantumBooter,1810
000webhost,DLH,51888
CannabisForum,Nulled,197
DDO,ModernBusinessSolutions,60709
Dominos,Nulled,200
BlueSnapRegpack,myRepoSpace,5
COMELEC,MySpace,19142
DLH,uTorrent,1804
Avast,iDressup,157
Gamigo,WIIUISO,9785
AstroPID,GamerzPlanet,220
Pokebip,WIIUISO,367
CrackCommunity,Nulled,373
AcneOrg,gPotato,2588
000webhost,IGF,46
SprashivaiRu,UnrealEngine,480
WHMCS,WIIUISO,197
Tianya,WIIUISO,448
Rambler,Tumblr,23075
GamerzPlanet,MajorGeeks,1477
000webhost,Dodonew,15997
SpecialKSpamList,Win7Vista,2052
ServerPact,WarInc,709
BigMoneyJobs,Forbes,249
MoDaCo,Sony,24
QatarNationalBank,Solomid,15
Aipai,GeekedIn,4499
Warframe,iDressup,131
MangaTraders,StarNet,18
Spirol,xat,3
GeekedIn,UnrealEngine,12491
Dodonew,MySpace,407667
MinecraftPocketEditionForum,iPmart,69
Neopets,WIIUISO,19677
Adobe,iPmart,530514
ArmyForceOnline,UnrealEngine,995
Malwarebytes,NexusMods,4400
MoDaCo,eThekwiniMunicipality,45
LizardSquad,NextGenUpdate,829
ClixSense,PSX-Scene,2479
MoDaCo,VBulletin,7831
Lastfm,MajorGeeks,28821
DDO,GamerzPlanet,13775
Duowan,uTorrent,67
ServerPact,Taobao,40
Vodafone,iPmart,59
MoneyBookers,Sony,36
AndroidForums,gPotato,4407
Dominos,VBulletin,249
Boxee,MySpace,19231
Tumblr,xat,371218
LoungeBoard,Neopets,823
MinecraftWorldMap,TRAI,1
BigMoneyJobs,DLH,8
AhaShare,OwnedCore,497
Leet,WPT,250
PSX-Scene,ServerPact,119
Malwarebytes,Neteller,858
MangaTraders,Patreon,8836
Gawker,Uiggy,227
AstroPID,MoneyBookers,45
AndroidForums,uTorrent,5343
MoDaCo,QuantumBooter,84
MailRu,WHMCS,59
Malwarebytes,Warframe,143
R2Games,Win7Vista,2785
GTAGaming,Rambler,17
CivilOnline,Rambler,2
Leet,Uiggy,1822
GTAGaming,SumoTorrent,242
NextGenUpdate,gPotato,9833
LinuxMint,Nihonomaru,1290
GamerzPlanet,Tianya,1448
HackForums,Uiggy,317
Neteller,SprashivaiRu,76
AhaShare,ThisHabboForum,63
HeroesOfNewerth,gPotato,141123
Gamigo,MangaTraders,16819
Leet,TRAI,24
KMRU,ServerPact,3
AcneOrg,PixelFederation,6
Trillian,Vodafone,238
BattlefieldHeroes,NextGenUpdate,2
Dominos,iMesh,19818
Minefield,Solomid,478
CrackCommunity,DDO,107
PaddyPower,Spirol,8
HackForums,Lookbook,224
Lookbook,XSplit,1860
UnrealEngine,myRepoSpace,706
GTAGaming,HackForums,603
SumoTorrent,Warframe,117
KMRU,WildStar,32
HackForums,Tumblr,20377
NetEase,ServerPact,224
AndroidForums,OwnedCore,5504
BigMoneyJobs,EpicGames,10
COMELEC,PokemonCreed,53
TRAI,UnrealEngine,55
StarNet,Tianya,7
MuslimDirectory,SprashivaiRu,2
Avast,ModernBusinessSolutions,8657
Onverse,VK,4012
Duowan,Interpals,543
GFAN,Minefield,56
HeroesOfNewerth,VBulletin,7162
Experian,Spirol,47
HeroesOfNewerth,Tianya,20959
FoxyBingo,NetEase,5919
HeroesOfGaia,iPmart,997
Mac-Torrents,uTorrent,694
HackForums,Verified,93
Pokebip,Seedpeer,82
Avast,Plex,2348
000webhost,Gawker,7732
GameTuts,Lifeboat,6173
Neteller,iMesh,140285
GFAN,Gawker,980
Flashback,SprashivaiRu,5
Avast,Hemmelig,6
LOTR,UnrealEngine,5352
DDO,ThisHabboForum,471
ThisHabboForum,WIIUISO,415
Lastfm,iDressup,49098
ClixSense,HeroesOfGaia,1182
MoneyBookers,Patreon,4473
BigMoneyJobs,Lifeboat,51
BusinessAcumen,Forbes,267
GTAGaming,Gamigo,4542
FoxyBingo,VK,317
Stratfor,Verified,33
Gamigo,MinecraftWorldMap,2127
Dodonew,MoDaCo,3470
Hemmakvall,LinuxMint,18
DLH,Hemmakvall,64
Avast,GeekedIn,618
OwnedCore,Rambler,1738
Aternos,Xbox-Scene,75
XSplit,iDressup,1056
Flashback,ThisHabboForum,117
LinkedIn,WPT,24771
Avast,Insanelyi,1109
Tesco,Tumblr,42
HeroesOfNewerth,UnrealEngine,22766
COMELEC,Neteller,74
HeroesOfNewerth,SkTorrent,1956
Comcast,Plex,423
LOTR,Rambler,403
Aternos,Avast,82
CannabisForum,Nival,181
BigMoneyJobs,Trillian,611
CheapAssGamer,GeekedIn,1302
Duowan,MangaTraders,163
Duowan,HeroesOfNewerth,3517
Avast,MajorGeeks,3446
Tumblr,Uiggy,110994
HeroesOfNewerth,Interpals,21220
ArmyForceOnline,Dominos,307
PHPFreaks,PixelFederation,3
Hemmelig,Patreon,29
Aternos,Patreon,9631
NetEase,Yahoo,6472
Rambler,Stratfor,600
KMRU,Neteller,155
CivilOnline,Malwarebytes,24
Nihonomaru,TruckersMP,161
DLH,Hemmelig,18
Aternos,Comcast,29
OwnedCore,xat,13963
CivilOnline,SpecialKSpamList,1014
Avast,Win7Vista,1004
AstroPID,Solomid,455
EpicGames,Mac-Torrents,402
Pokebip,Vodafone,3
FFShrine,Plex,2885
AndroidForums,GFAN,4797
OwnedCore,iDressup,1254
DDO,Onverse,5829
17Media,BlueSnapRegpack,22
Solomid,VBulletin,2153
Interpals,LizardSquad,90
MPGH,PokemonCreed,4661
Interpals,Tesco,1
BlackHatWorld,GeekedIn,3012
Dodonew,OwnedCore,12839
FFShrine,Trillian,22134
Adobe,DDO,276725
BigMoneyJobs,ModernBusinessSolutions,3020
LOTR,MailRu,1477
Experian,Tumblr,113922
HackForums,QuantumBooter,525
MuslimDirectory,Neopets,363
GeekedIn,MailRu,387
Hemmelig,Solomid,9
Boxee,PS3Hax,1050
HackingTeam,PaddyPower,4
Gamigo,Plex,3223
126,Dominos,4
BigMoneyJobs,HeroesOfNewerth,38
COMELEC,Stratfor,139
CivilOnline,MPGH,1450
Dodonew,Hemmelig,99
DLH,GTAGaming,3400
000webhost,BlackHatWorld,62534
ModernBusinessSolutions,Nulled,8775
Aipai,MinecraftPocketEditionForum,21
Gamigo,eThekwiniMunicipality,5
AstroPID,MinecraftPocketEditionForum,13
FlashFlashRevolution,gPotato,70574
MajorGeeks,Vodafone,20
000webhost,17Media,9817
Interpals,TRAI,133
Experian,MoDaCo,1846
LoungeBoard,TRAI,4
BattlefieldHeroes,GTAGaming,1
17Media,LinuxMint,42
HackForums,Vodafone,7
FFShrine,iMesh,24251
WPT,uTorrent,75
Avast,SumoTorrent,470
Lastfm,Xbox-Scene,67358
CheapAssGamer,gPotato,10411
Gamigo,VBulletin,4109
BlackHatWorld,FFShrine,5271
BTSec,Teracod,491
BlueSnapRegpack,uTorrent,9
OwnedCore,VBulletin,9154
EpicGames,Xbox-Scene,3532
FlashFlashRevolution,Gamigo,15516
000webhost,WarInc,26045
LinkedIn,R2Games,488620
BTSec,Sony,963
Duowan,ModernBusinessSolutions,712
GameTuts,Mac-Torrents,915
LOTR,Warframe,2913
Pokebip,QatarNationalBank,12
Bell,CivilOnline,2
MailRu,UnrealEngine,511
000webhost,Forbes,10518
Nihonomaru,Vodafone,48
Plex,Seedpeer,487
GTAGaming,Patreon,1367
CannabisForum,TruckersMP,7
LinkedIn,Tumblr,4372365
SkTorrent,xat,156
Flashback,PixelFederation,4
MuslimDirectory,Xbox-Scene,92
AndroidForums,HackingTeam,7
GameTuts,Hemmelig,21
Duowan,VK,658
QuantumBooter,StarNet,1
Dropbox,MajorGeeks,30149
Onverse,Seedpeer,227
MyVidster,PSX-Scene,9
Neopets,VK,36341
Dominos,Neopets,4072
Dropbox,HackingTeam,1574
Adobe,NextGenUpdate,272620
Lastfm,VBulletin,40079
FFShrine,PSX-Scene,14048
WildStar,Yahoo,600
Sony,Xbox-Scene,22
BlackHatWorld,R2Games,6831
Flashback,xat,58
Adobe,FoxyBingo,20038
BattlefieldHeroes,GamerzPlanet,1
Teracod,uTorrent,153
CannabisForum,CheapAssGamer,1337
GamerzPlanet,Vodafone,20
GeekedIn,TRAI,1035
BusinessAcumen,EpicGames,30
COMELEC,CrackCommunity,4
Aipai,PHPFreaks,61
AhaShare,HackingTeam,2
Forbes,Gawker,6648
ArmyForceOnline,mSpy,787
Avast,uTorrent,2610
Verified,iPmart,181
FFShrine,FlashFlashRevolution,20738
Avast,HeroesOfGaia,63
GeekedIn,Malwarebytes,448
GamerzPlanet,Solomid,5671
LinuxMint,MoDaCo,2931
Lookbook,Spirol,1
MuslimDirectory,Stratfor,194
OwnedCore,SpecialKSpamList,11412
Neopets,iMesh,903623
Adobe,Mac-Torrents,22890
Hemmelig,Tumblr,329
Neopets,WildStar,25667
AhaShare,Seedpeer,4673
Nihonomaru,Trillian,30518
Tesco,iPmart,5
AhaShare,Pokebip,37
NextGenUpdate,VBulletin,9475
Avast,gPotato,899
HackingTeam,iPmart,32
HeroesOfNewerth,ModernBusinessSolutions,93369
BitTorrent,eThekwiniMunicipality,1
126,Lookbook,153
Hemmelig,XSplit,118
Gawker,xat,2277
Tianya,gPotato,2552
MailRu,PaddyPower,438
Teracod,WHMCS,13
Insanelyi,Yandex,1
BitTorrent,WPT,3
Dropbox,FlashFlashRevolution,70762
ClixSense,LinuxMint,894
GamerzPlanet,VBulletin,5940
Experian,PokemonCreed,227
Experian,Xbox-Scene,1650
Rambler,ServerPact,1
IGF,Onverse,13
GamerzPlanet,PixelFederation,48
NetEase,Pokebip,1725
COMELEC,CheapAssGamer,35
000webhost,Aipai,12903
NetEase,Seedpeer,2683
ModernBusinessSolutions,VK,36073
AhaShare,BlackHatWorld,1141
Bell,ModernBusinessSolutions,22
HackingTeam,Solomid,2
BlackHatWorld,PokemonCreed,444
HackForums,WildStar,1059
FFShrine,WHMCS,184
FFShrine,Leet,1926
GFAN,NexusMods,87891
AndroidForums,GeekedIn,4816
KMRU,MyVidster,1
Adobe,VK,1334645
COMELEC,MailRu,82
LinuxMint,NextGenUpdate,1050
MoneyBookers,Tianya,4558
AndroidForums,Seedpeer,1145
AndroidForums,iDressup,592
SumoTorrent,Taobao,339
AstroPID,Trillian,173
Aternos,Neteller,205
Malwarebytes,Tianya,94
Rambler,ThisHabboForum,213
AcneOrg,HeroesOfGaia,159
FFShrine,iPmart,17612
FlashFlashRevolution,eThekwiniMunicipality,1
Neteller,SumoTorrent,1526
KMRU,Rambler,18325
GameTuts,HackForums,3358
NetEase,PS3Hax,4466
CannabisForum,Interpals,659
LoungeBoard,myRepoSpace,329
MPGH,MoDaCo,11538
Duowan,WarInc,391
MinecraftWorldMap,MySpace,8433
FlashFlashRevolution,iPmart,6532
ServerPact,VBulletin,94
Teracod,Yahoo,8
ModernBusinessSolutions,Tesco,271
LinuxMint,PSX-Scene,1028
ArmyForceOnline,Seedpeer,229
MangaTraders,Rambler,1704
Avast,ClixSense,1400
Gamigo,MyVidster,62
GamerzPlanet,mSpy,335
Adobe,PSX-Scene,56637
Plex,Pokebip,63
Lifeboat,iDressup,18097
StarNet,Uiggy,46
Teracod,VBulletin,47
PSX-Scene,SpecialKSpamList,4103
MajorGeeks,Nival,240
PHPFreaks,Trillian,5648
Minefield,SkTorrent,6
MuslimDirectory,iMesh,1055
DLH,MajorGeeks,623
EpicGames,FoxyBingo,39
BitTorrent,CannabisForum,54
SkTorrent,ThisHabboForum,39
Bell,CannabisForum,4
Leet,ServerPact,1268
NextGenUpdate,PS3Hax,63902
Onverse,Trillian,4176
Forbes,NextGenUpdate,1470
17Media,Teracod,24
Insanelyi,KMRU,12
Boxee,StarNet,5
Duowan,FlashFlashRevolution,320
Experian,myRepoSpace,318
DLH,MuslimDirectory,30
ClixSense,Xbox-Scene,1370
AstroPID,Seedpeer,17
NexusMods,Pokebip,10603
SCDailyPhoneSpamList,uTorrent,4454
Minefield,Pokebip,11456
HeroesOfGaia,Stratfor,217
ArmyForceOnline,BitTorrent,16
Gawker,SumoTorrent,704
CivilOnline,Gawker,463
Gawker,Nihonomaru,5951
OwnedCore,R2Games,29778
FFShrine,Interpals,4169
Lastfm,MoDaCo,135190
KMRU,VBulletin,198
Lastfm,uTorrent,42990
Aternos,iPmart,736
Experian,IGF,1
Dodonew,Pokebip,801
BitTorrent,XSplit,448
OwnedCore,SumoTorrent,911
BlackHatWorld,Trillian,12452
BlueSnapRegpack,Seedpeer,4
EpicGames,Vodafone,3
KMRU,Teracod,5
LoungeBoard,Nihonomaru,663
HeroesOfGaia,HeroesOfNewerth,12158
Aipai,QuantumBooter,43
Avast,Neteller,1016
Dodonew,PokemonCreed,500
ModernBusinessSolutions,Warframe,12393
SprashivaiRu,WHMCS,21
PHPFreaks,iMesh,3307
Sony,WildStar,12
GeekedIn,Neopets,4691
Tumblr,myRepoSpace,15612
COMELEC,WIIUISO,98
Flashback,Forbes,30
ServerPact,SpecialKSpamList,598
MangaTraders,myRepoSpace,408
Forbes,PokemonCreed,161
COMELEC,FlashFlashRevolution,186
PaddyPower,mSpy,211
FlashFlashRevolution,HackingTeam,7
BlackHatWorld,WIIUISO,3254
BTSec,Verified,146
Interpals,MySpace,468419
MPGH,Patreon,19586
LinuxMint,MinecraftWorldMap,144
Interpals,Trillian,15589
Patreon,TRAI,78
Mac-Torrents,Tianya,137
Forbes,Gamigo,2164
NextGenUpdate,Yahoo,1238
PaddyPower,WIIUISO,618
Minefield,Patreon,669
Onverse,WildStar,988
Taobao,XSplit,6383
MySpace,Nihonomaru,342138
GTAGaming,PixelFederation,25
MPGH,PaddyPower,785
BTSec,Pokebip,709
Forbes,Lookbook,2594
Avast,QuantumBooter,23
Dodonew,KMRU,140
BusinessAcumen,SprashivaiRu,1
Malwarebytes,TRAI,14
Dominos,Warframe,329
Lifeboat,ModernBusinessSolutions,176873
Neteller,WHMCS,1456
CannabisForum,ServerPact,25
AcneOrg,Nulled,262
Seedpeer,Sony,16
Gamigo,PS3Hax,8142
OwnedCore,Xbox-Scene,7506
HackingTeam,VK,57
Minefield,NextGenUpdate,1878
Interpals,Malwarebytes,320
PixelFederation,SumoTorrent,11
Gamigo,MinecraftPocketEditionForum,93
Malwarebytes,Spirol,5
BTSec,SpecialKSpamList,226877
MoDaCo,StarNet,164
AstroPID,Boxee,122
MoneyBookers,Teracod,54
Nival,SkTorrent,101
BitTorrent,Hemmakvall,14
Trillian,Yandex,356
LinuxMint,PokemonCreed,20
LizardSquad,Malwarebytes,17
LOTR,Pokebip,315
CrackCommunity,TruckersMP,3
Dominos,Vodafone,4
AndroidForums,Gamigo,4498
NexusMods,mSpy,1188
QatarNationalBank,WildStar,14
VK,mSpy,2122
BlackHatWorld,Malwarebytes,1763
Aternos,DDO,694
Tianya,Verified,52
NexusMods,PS3Hax,26707
MangaTraders,MoDaCo,3291
FoxyBingo,PixelFederation,9
Aternos,LinuxMint,116
MuslimDirectory,Plex,18
PaddyPower,WPT,32
Aternos,LOTR,317
CivilOnline,Dodonew,180938
CivilOnline,NexusMods,7246
Lastfm,Teracod,2411
BTSec,Bell,13
Flashback,Pokebip,35
MangaTraders,MyVidster,43
Insanelyi,PSX-Scene,3042
DLH,UnrealEngine,14101
MPGH,UnrealEngine,17748
Solomid,mSpy,120
Gawker,SpecialKSpamList,14264
Taobao,WarInc,1233
HackForums,Neopets,8473
GeekedIn,Stratfor,1271
ClixSense,myRepoSpace,1153
Forbes,Sony,215
Interpals,SkTorrent,342
FlashFlashRevolution,iDressup,8673
CivilOnline,LinkedIn,52638
Gamigo,Lookbook,4388
Adobe,Malwarebytes,32573
CivilOnline,R2Games,4927
Duowan,LinuxMint,22
QuantumBooter,Taobao,69
Insanelyi,MoneyBookers,773
XSplit,iMesh,74225
MyVidster,mSpy,4
17Media,AcneOrg,490
BlueSnapRegpack,WarInc,27
GFAN,gPotato,2585
Malwarebytes,MinecraftWorldMap,88
Experian,SumoTorrent,282
Insanelyi,Trillian,4817
Avast,Spirol,6
ModernBusinessSolutions,WPT,10893
BitTorrent,CrackCommunity,20
BlueSnapRegpack,Malwarebytes,18
Comcast,WarInc,302
DLH,Tianya,1142
Bell,XSplit,3
COMELEC,Flashback,3
Onverse,Vodafone,16
Aternos,Pokebip,504
HackForums,mSpy,105
SumoTorrent,VBulletin,586
GFAN,uTorrent,1128
BlueSnapRegpack,ModernBusinessSolutions,5706
Comcast,ModernBusinessSolutions,31806
CheapAssGamer,MoDaCo,5236
LizardSquad,Tianya,94
CivilOnline,HeroesOfGaia,241
BitTorrent,Insanelyi,217
TruckersMP,Uiggy,291
AcneOrg,Nihonomaru,6888
iMesh,xat,192805
Bell,SCDailyPhoneSpamList,10
IGF,Lastfm,114
Aipai,Mac-Torrents,350
FlashFlashRevolution,HeroesOfGaia,1345
LinuxMint,iPmart,3283
KMRU,NexusMods,756
HeroesOfNewerth,SCDailyPhoneSpamList,27068
ClixSense,Leet,3449
HeroesOfNewerth,TruckersMP,1630
BlueSnapRegpack,VK,244
GamerzPlanet,Trillian,11474
Comcast,iMesh,7703
Duowan,ServerPact,6
OwnedCore,SkTorrent,422
XSplit,myRepoSpace,3848
Adobe,WIIUISO,106891
SumoTorrent,xat,2095
Forbes,MySpace,178664
BusinessAcumen,Stratfor,11
HeroesOfNewerth,PS3Hax,11423
FoxyBingo,PaddyPower,10945
Bell,xat,6
QatarNationalBank,Warframe,5
Nival,iMesh,22308
FFShrine,Taobao,1441
BTSec,Boxee,7709
BitTorrent,Verified,1
FlashFlashRevolution,GTAGaming,1383
Seedpeer,Uiggy,240
FlashFlashRevolution,NextGenUpdate,11059
Experian,GamerzPlanet,1365
GamerzPlanet,TruckersMP,625
DDO,LinuxMint,1819
WildStar,xat,4414
Comcast,Solomid,25
Lifeboat,Tumblr,91466
Neopets,uTorrent,5797
AstroPID,mSpy,2
AcneOrg,MPGH,3510
myRepoSpace,uTorrent,555
GeekedIn,iMesh,7552
PaddyPower,Stratfor,501
GTAGaming,LinkedIn,8046
Minefield,Win7Vista,98
R2Games,Trillian,47750
Dodonew,Neteller,11103
MoDaCo,Yandex,69
Forbes,iPmart,2653
Forbes,Spirol,28
MyVidster,PHPFreaks,5
LoungeBoard,SprashivaiRu,51
GeekedIn,ServerPact,203
FFShrine,LoungeBoard,309
BusinessAcumen,KMRU,1
LinkedIn,Nulled,10358
AhaShare,mSpy,127
CheapAssGamer,NexusMods,37649
KMRU,ModernBusinessSolutions,263
AndroidForums,ModernBusinessSolutions,38736
Boxee,ClixSense,227
Forbes,GFAN,1303
BusinessAcumen,CannabisForum,195
HeroesOfGaia,Xbox-Scene,197
Bell,Lookbook,2
MinecraftWorldMap,myRepoSpace,236
FFShrine,Forbes,1429
EpicGames,SumoTorrent,225
FlashFlashRevolution,NexusMods,50374
MajorGeeks,iDressup,227
Gawker,Yahoo,4626
GTAGaming,NexusMods,22791
WPT,Warframe,20
KMRU,Nulled,70
PixelFederation,Teracod,38
Mac-Torrents,SumoTorrent,999
LinuxMint,xat,863
MinecraftPocketEditionForum,gPotato,23
Interpals,Stratfor,1376
CivilOnline,NetEase,4850841
Dominos,Insanelyi,118
Flashback,Nival,32
LoungeBoard,Plex,224
DDO,Yandex,16
SumoTorrent,Verified,8
MailRu,MinecraftPocketEditionForum,17
Adobe,Leet,147397
000webhost,MinecraftPocketEditionForum,647
Malwarebytes,Rambler,33
000webhost,LinuxMint,7747
HeroesOfGaia,MoneyBookers,989
MoDaCo,PS3Hax,9497
Seedpeer,Taobao,299
Xbox-Scene,iPmart,18827
Lastfm,Malwarebytes,11364
Minefield,PSX-Scene,283
17Media,Malwarebytes,41
HackForums,ModernBusinessSolutions,3651
PSX-Scene,SkTorrent,117
HeroesOfGaia,Onverse,2078
Dropbox,WPT,6235
DLH,Sony,14
LOTR,Yahoo,2416
BTSec,SprashivaiRu,452
Aipai,GFAN,812823
FlashFlashRevolution,GameTuts,4653
Boxee,Flashback,96
Stratfor,iMesh,13684
Dodonew,GFAN,579418
GFAN,Uiggy,87
17Media,GFAN,296329
Stratfor,gPotato,972
GFAN,GameTuts,983
Experian,Neteller,16117
Onverse,Tianya,2080
Flashback,Tianya,136
NetEase,UnrealEngine,7226
GFAN,TRAI,3
LinkedIn,Yandex,2826
Dodonew,Rambler,223
Forbes,Mac-Torrents,451
Sony,VK,37
MajorGeeks,MyVidster,21
PixelFederation,iDressup,14
Lastfm,iPmart,246348
PokemonCreed,myRepoSpace,172
EpicGames,iPmart,3834
HackForums,Solomid,930
BTSec,WHMCS,2303
HackingTeam,Pokebip,5
Bell,GameTuts,4
SumoTorrent,WildStar,259
Dodonew,Hemmakvall,32
Adobe,Bell,1175
HackForums,Warframe,220
AstroPID,Win7Vista,26
GamerzPlanet,Rambler,289
000webhost,ServerPact,4991
MoDaCo,NexusMods,29044
Trillian,VBulletin,15887
Hemmelig,TruckersMP,4
LOTR,ServerPact,112
AcneOrg,DDO,1339
GFAN,Warframe,3951
Malwarebytes,SCDailyPhoneSpamList,1987
Mac-Torrents,Uiggy,76
Boxee,MinecraftPocketEditionForum,147
COMELEC,NextGenUpdate,132
MajorGeeks,mSpy,223
LOTR,Yandex,14
Lastfm,Yandex,7852
Dropbox,Lifeboat,83465
CannabisForum,Teracod,10
AhaShare,Win7Vista,1257
BlueSnapRegpack,MPGH,46
Dominos,NexusMods,7292
Adobe,Dodonew,270046
CannabisForum,LoungeBoard,36
